TITLE,TYPE,GENRES,THEMES,SYNOPSIS,MAIN_PICTURE
Tribology,manga,"['Comedy', 'Drama', 'Romance']",['School'],"A humorous story centered around the life of a girl named Hinatsu Nose, an undergraduate student in the Department of Engineering. Just as she is entering her senior year of college and is applying to join a research lab, her friends start talking to her more about love and she becomes curious about having relationships with guys. Since Hinatsu is a material science nerd who has an unhealthy obsession with melting and molding metal, it surprises everyone when she suddenly takes interest in a guy she meets in a lab. Will love continue to be a side thought for Hinatsu?

(Source: MU)",https://cdn.myanimelist.net/images/manga/2/230670l.jpg
Tricked Into Becoming the Heroine's Stepmother,manga,"['Fantasy', 'Romance']","['Isekai', 'Reincarnation']","After her death, Daisy Heidi is reincarnated into the world of Why Did the Duke's Daughter Roll Across the Pumpkin Patch?, a so-called ""tragedy"" novel where the beautiful heroine Pierta indulges in reckless lust and hedonism with ten ardent suitors to a bitter end. Though Daisy is reborn as a poor commoner in this world, she has one distinct advantage over others in her second chance at life—she's the author of the original novel! When fate brings Daisy into the lives of the novel's heroine Pierta and her dashing father Duke Henstone, Daisy vows to do everything she can to prevent Pierta's future of despair.

(Source: Webtoon Entertainment)",https://cdn.myanimelist.net/images/manga/3/261349l.jpg
Tricky Prince,manga,"['Boys Love', 'Comedy']",['School'],"Yujin (aka Eugene) Ratcliff is a very serious, yet impoverished student who somehow manages to continually be at the top of his class. On the evening of the school’s big Christmas bash, Yujin’s classmates decide to pull a sidesplitting pratical joke on him, and they transform into a princess! 

…Suddenly all eyes are on the blond and striking young Prince Willis as he enters the room. Who knew that this joke would have been the commencement of the Prince’s powerful attraction towards the “princess” Yujin? Find out what happens to poor Yujin now that he’s being furiously pursued by the smitten Prince Willis in this hilarious take on the classic prince and the pauper. 
(From June/DMP)",https://cdn.myanimelist.net/images/manga/1/16116l.jpg
Trigger,manga,['Action'],"['Delinquents', 'School']","Nam Ji-il rolled into the high school that is famous as the Royal Kingdom of the Delinquent. On the first day of school, he becomes a well-known bread shuttle boy in the entire school. While suffering from chronic heart disease, his weak body also has to suffer from assault any other kind of bullying, however, an unexpected event causes his life to reach its turning point...

(Source: Kakao Entertainment Corp., translated)",https://cdn.myanimelist.net/images/manga/1/264930l.jpg
Trigram 8,manga,"['Action', 'Ecchi', 'Supernatural']","['Martial Arts', 'School']","Yatsufusa Yoh's father reappears after a year and suddenly enrolls him into a school out of the blue. Offered the chance to meet with an old friend, he sets out only to run across two Nemesis Power Users and the battle against Karma begins..

(Source: MU)",https://cdn.myanimelist.net/images/manga/5/80435l.jpg
Trigun,manga,"['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi']",['Adult Cast'],"Much of the damage attributed to ""Vash"" is caused by the activities of bounty hunters who are after the 60,000,000,000$$ (sixty billion ""double dollars"") reward on Vash's head for the destruction of a city called July. Vash does not clearly remember the destruction of July, and only wants ""love and peace,"" as he puts it; though he is a gunfighter of inhuman skill, he uses his weapons only to save lives wherever he can.

As the series progresses, more is gradually learned about Vash's mysterious history and the history of the human civilization on Gunsmoke, the desert planet the series is set on. The series is often humorous in tone, but at the same time it involves very serious character development and especially in later episodes it becomes quite emotionally intense. Vash is occasionally joined by a priest, Nicholas D. Wolfwood, who is almost as good a gunfighter as Vash himself, and later is targeted by a band of assassins known as the Gung-Ho Guns for reasons which are mysterious at first.

Trigun evolves into a very serious discussion of the nature of morality, posing questions such as: What is the nature of morality? Can we judge different moral codes? If a person is forced to betray their moral code, does that betrayal invalidate that moral code, and can the person still try to live up to that moral code? Can the person find redemption from their wrongs, and if so, how?

(Source: Wikipedia)

Included one-shot:
Volume 2: Trigun (pilot)",https://cdn.myanimelist.net/images/manga/3/153055l.jpg
Trigun Maximum,manga,"['Action', 'Adventure', 'Award Winning', 'Comedy', 'Drama', 'Sci-Fi']",['Adult Cast'],"Much of the damage attributed to ""Vash"" is caused by the activities of bounty hunters who are after the 60,000,000,000$$ (sixty billion ""double dollars"") reward on Vash's head for the destruction of a city called July. Vash does not clearly remember the destruction of July, and only wants ""love and peace"", as he puts it; though he is a gunfighter of inhuman skill, he uses his weapons only to save lives wherever he can.

As the series progresses, more is gradually learned about Vash's mysterious history and the history of the human civilization on Gunsmoke, the desert planet the series is set on. The series is often humorous in tone, but at the same time it involves very serious character development and especially in later episodes it becomes quite emotionally intense. Vash is occasionally joined by a priest, Nicholas D. Wolfwood, who is almost as good a gunfighter as Vash himself, and later is targeted by a band of assassins known as the Gung-Ho Guns for reasons which are mysterious at first.

Trigun evolves into a very serious discussion of the nature of morality, posing questions such as: What is the nature of morality? Can we judge different moral codes? If a person is forced to betray their moral code, does that betrayal invalidate that moral code, and can the person still try to live up to that moral code? Can the person find redemption from their wrongs, and if so, how?

(Source: Wikipedia)",https://cdn.myanimelist.net/images/manga/3/55331l.jpg
Trigun: Multiple Bullets,manga,"['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi']",['Adult Cast'],"A Trigun anthology.

1-2. Gekijouban Trigun Badlands Rumble: Bangaihen
3. Trigun: The Lost Plant
4. Suna no Wakusei no Tami (Denizens of the Sand Planet)
5. Les Enfants
6. Eisei Mil Mer TV (Mil/Mer TV)
7. Raijin: Risin (Trigun: Rising)
8. Cutting is Fighting",https://cdn.myanimelist.net/images/manga/5/86599l.jpg
Trinity Blood,manga,"['Action', 'Drama', 'Fantasy', 'Horror', 'Sci-Fi']",['Vampire'],"In the distant future, Armageddon has caused the appearance of a second ""Vampire's"" moon. This sparks the beginning of a war between humans and ""Methuselah,"" the vampires that feed on their blood.

Esther Blanchett is an orphan who was raised in the Church of St. Matthias in the city of Istvan. One day, she meets Abel Nightroad, a priest sent to subdue any threats to the Vatican, an organization allied with humanity. Beneath Abel's meek facade hides his real identity as ""The Crusnik"": vampire who preys on the blood of his own kind and the Vatican's greatest weapon.

Esther's peaceful times are cut short when the church is bombed and she is betrayed by her only friend Dietrich. With nowhere else to go, she teams up with Abel and Tres Iqus, a machine disguised as a human, to travel to Rome and look for answers behind the devastation of her home. However, their journey will not be easy, as they will have to battle various obstacles as well as discover the secrets of Abel's past.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/1/164661l.jpg
Trinity Seven: 7-nin no Mashotsukai,manga,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Romance', 'Supernatural']","['Harem', 'School']","Arata Kasuga is living an ordinary life with his cousin, Hijiri, when a mysterious happening called a ""Breakdown Phenomenon"" makes her vanish before his very eyes. Determined to eradicate the Breakdown Phenomenon and get Hijiri back, Arata enrolls at Royal Biblia Academy. It's a tough road ahead, but nothing's impossible when you've got seven beautiful girls--each a master of her own magical art—by your side! The romantic comedy and sometimes-serious wizard school story begins!

(Source: Yen Press)",https://cdn.myanimelist.net/images/manga/1/63963l.jpg
Trinity Seven: 7-nin no Mashotsukai Comic Anthology,manga,"['Comedy', 'Ecchi', 'Fantasy', 'Supernatural']","['Harem', 'School']",An anthology of Trinity Seven: 7-nin no Mashotsukai by various mangaka.,https://cdn.myanimelist.net/images/manga/1/180694l.jpg
Tripitaka Torinique,manga,"['Comedy', 'Drama', 'Fantasy']",['Mythology'],"Kaka, an unusually strong girl with a talent for combat, sees it has her duty to protect and assist her caretaker and master Genjou, a kind but frail young priest who nearly died saving her from a tiger. When poisoned water threatens to destroy their village, Genjou leaves for the capital to find a solution. In his absence, demons burn down their formerly peaceful village and transform the villagers placed under Kaka's care into monkeys.

Kaka flees in a desperate attempt to find Genjou, only to find a haughty powerful spirit is now using his body as a vessel! She learns that the human Emperor has been secretly replaced by the evil Demon King, and that this spirit has come back for one simple purpose: to restore order. The contact he offers is simple. If she accompanies him on his journey to the capital and all goes according to plan, the spirit will give Genjou back, relinquishing the priest's body and retrieving his soul from the underworld. Will Kaka take the risk?

(Source: MU)",https://cdn.myanimelist.net/images/manga/1/273316l.jpg
